id,first_name,last_name,email,password,gross_income,fed_tax,on_tax,cpp,ei,net_income
884,Althea,Shrive,ashriveoj@ucsd.edu,7VlJx57A,"$160,778.00","$33,674.00","$14,297.00","$3,500.00",$953.00,"$108,354.00"
885,Obadiah,Lodwick,olodwickok@cornell.edu,TF50pyo4pkh,"$159,831.00","$33,400.00","$14,182.00","$3,500.00",$953.00,"$107,797.00"
886,Netta,Cumberbatch,ncumberbatchol@cisco.com,YnIKWThoN,"$39,760.00","$5,964.00","$2,008.00","$2,266.00",$628.00,"$28,894.00"
887,Dalila,Biesty,dbiestyom@aol.com,0CBD26DqNbyw,"$262,686.00","$64,867.00","$27,116.00","$3,500.00",$953.00,"$166,251.00"
888,Link,Mason,lmasonon@comsenz.com,cd5s3hN6B7O,"$293,109.00","$74,907.00","$31,120.00","$3,500.00",$953.00,"$182,630.00"
889,Missie,Code,mcodeoo@webnode.com,HDRNCXehg3,"$149,865.00","$30,683.00","$12,971.00","$3,500.00",$953.00,"$101,759.00"
890,Sean,Tummons,stummonsop@mlb.com,raeCSk9q,"$239,926.00","$57,356.00","$24,121.00","$3,500.00",$953.00,"$153,997.00"
891,Rad,Mulrenan,rmulrenanoq@artisteer.com,W8ReMxciIo5,"$46,467.00","$6,970.00","$2,356.00","$2,649.00",$734.00,"$33,758.00"
892,Kerry,Schwieso,kschwiesoor@altervista.org,P0G9xvi0dO0,"$25,921.00","$3,888.00","$1,309.00","$1,477.00",$410.00,"$18,837.00"
893,Josephine,Balogun,jbalogunos@marketwatch.com,GE8Y0FRLN3,"$76,610.00","$12,944.00","$5,115.00","$3,500.00",$953.00,"$54,099.00"
894,Madonna,Banton,mbantonot@quantcast.com,5v2p4VPm6X7,"$262,179.00","$64,700.00","$27,049.00","$3,500.00",$953.00,"$165,978.00"
895,Phaedra,Kenningham,pkenninghamou@soup.io,D2p2G6bjdf,"$26,756.00","$4,013.00","$1,351.00","$1,525.00",$423.00,"$19,444.00"
896,Arlyne,Sackur,asackurov@unc.edu,vzhUqd53Sid,"$193,959.00","$43,297.00","$18,332.00","$3,500.00",$953.00,"$127,878.00"
897,Letitia,Jerome,ljeromeow@microsoft.com,EtRHuVkvJ,"$251,058.00","$61,030.00","$25,586.00","$3,500.00",$953.00,"$159,990.00"
898,Nicky,Cullagh,ncullaghox@eepurl.com,yZh2OzvgU10,"$114,940.00","$21,602.00","$9,074.00","$3,500.00",$953.00,"$79,812.00"
899,Emlen,Savill,esavilloy@google.ca,P6Gd0KFf,"$288,356.00","$73,338.00","$30,494.00","$3,500.00",$953.00,"$180,071.00"
900,Renault,Guilayn,rguilaynoz@arstechnica.com,aneTum5EZ,"$35,593.00","$5,339.00","$1,797.00","$2,029.00",$562.00,"$25,865.00"
901,Lebbie,Slocombe,lslocombep0@lycos.com,PUz6mkzLuE,"$244,899.00","$58,997.00","$24,775.00","$3,500.00",$953.00,"$156,674.00"
902,Cindelyn,Jepson,cjepsonp1@examiner.com,v1nD4ElQTZ,"$56,995.00","$8,923.00","$3,320.00","$3,249.00",$901.00,"$40,603.00"
903,Kylynn,Casiero,kcasierop2@zdnet.com,o7JIQ1tPb7Xc,"$133,770.00","$26,498.00","$11,175.00","$3,500.00",$953.00,"$91,645.00"
904,Bria,Bowbrick,bbowbrickp3@bluehost.com,lXYNF3,"$47,180.00","$7,077.00","$2,422.00","$2,689.00",$745.00,"$34,247.00"
905,Dex,Guiett,dguiettp4@guardian.co.uk,MM2UEfTXYXA,"$185,211.00","$40,760.00","$17,268.00","$3,500.00",$953.00,"$122,730.00"
906,Pippo,Arminger,parmingerp5@ow.ly,wArlkdd,"$222,726.00","$51,680.00","$21,857.00","$3,500.00",$953.00,"$144,736.00"
907,Leann,Targetter,ltargetterp6@webs.com,x43f5Qa1pYo,"$110,537.00","$20,457.00","$8,582.00","$3,500.00",$953.00,"$77,045.00"
908,Alaster,Beecroft,abeecroftp7@pbs.org,RPZntg,"$70,574.00","$11,707.00","$4,562.00","$3,500.00",$953.00,"$49,852.00"
909,Caressa,Vogeller,cvogellerp8@alexa.com,WPtXxbnDJ4,"$218,259.00","$50,344.00","$21,287.00","$3,500.00",$953.00,"$142,176.00"
910,Dacey,Nunns,dnunnsp9@narod.ru,OPpQjo,"$126,927.00","$24,719.00","$10,411.00","$3,500.00",$953.00,"$87,344.00"
911,Cecily,Jorissen,cjorissenpa@fc2.com,gAgYc9,"$100,654.00","$17,888.00","$7,479.00","$3,500.00",$953.00,"$70,834.00"
912,Haven,Lowey,hloweypb@state.tx.us,Wqk6qHR,"$33,483.00","$5,022.00","$1,691.00","$1,909.00",$529.00,"$24,332.00"
913,Keelby,Fiddyment,kfiddymentpc@delicious.com,zKVrdg12,"$85,020.00","$14,668.00","$5,884.00","$3,500.00",$953.00,"$60,015.00"
914,Nels,Cuffe,ncuffepd@instagram.com,W3ffzbvka,"$120,331.00","$23,004.00","$9,675.00","$3,500.00",$953.00,"$83,199.00"
915,Bernadette,Kneafsey,bkneafseype@bravesites.com,NXFCymw1Jd,"$140,780.00","$28,320.00","$11,957.00","$3,500.00",$953.00,"$96,050.00"
916,Julianne,Bazley,jbazleypf@springer.com,ZGFS9cOU,"$102,952.00","$18,485.00","$7,736.00","$3,500.00",$953.00,"$72,278.00"
917,Cosette,Saker,csakerpg@ebay.com,2ISTEsRmHQ,"$167,876.00","$35,733.00","$15,160.00","$3,500.00",$953.00,"$112,530.00"
918,Isahella,Broady,ibroadyph@mlb.com,iNlKL6OYTbF,"$30,726.00","$4,609.00","$1,552.00","$1,751.00",$485.00,"$22,329.00"
919,Duncan,Leatt,dleattpi@yellowbook.com,ZMxuQewaH,"$195,234.00","$43,667.00","$18,487.00","$3,500.00",$953.00,"$128,628.00"
920,Di,Morley,dmorleypj@cdbaby.com,iXzEucx0,"$125,599.00","$24,373.00","$10,263.00","$3,500.00",$953.00,"$86,510.00"
921,Reginauld,Dunkersley,rdunkersleypk@army.mil,04PVdLP7K,"$185,066.00","$40,718.00","$17,250.00","$3,500.00",$953.00,"$122,645.00"
922,Kellina,D'eath,kdeathpl@ifeng.com,2Pdf2GdTBR1,"$101,067.00","$17,995.00","$7,525.00","$3,500.00",$953.00,"$71,094.00"
923,Lucais,Brim,lbrimpm@businessweek.com,3Tvd8m3Ddyxl,"$134,339.00","$26,646.00","$11,239.00","$3,500.00",$953.00,"$92,002.00"
924,Penny,Vaudre,pvaudrepn@quantcast.com,GItK1J9,"$108,088.00","$19,820.00","$8,309.00","$3,500.00",$953.00,"$75,506.00"
925,Alix,Galia,agaliapo@opensource.org,Dpzjo7dn8J,"$168,985.00","$36,055.00","$15,295.00","$3,500.00",$953.00,"$113,183.00"
926,Darnall,Johnston,djohnstonpp@ted.com,GPJrn0BsZz,"$299,260.00","$76,936.00","$31,929.00","$3,500.00",$953.00,"$185,942.00"
927,Margette,Karoly,mkarolypq@utexas.edu,xr7B8LnXf,"$182,246.00","$39,900.00","$16,908.00","$3,500.00",$953.00,"$120,986.00"
928,Itch,Speares,ispearespr@va.gov,uw1FXy,"$127,790.00","$24,943.00","$10,508.00","$3,500.00",$953.00,"$87,887.00"
929,Amory,Bernardelli,abernardellips@naver.com,qWrCgTE,"$143,951.00","$29,145.00","$12,311.00","$3,500.00",$953.00,"$98,042.00"
930,Gabbie,Quirk,gquirkpt@cisco.com,95cjQPd,"$61,928.00","$9,934.00","$3,771.00","$3,500.00",$953.00,"$43,770.00"
931,Jone,Keenlayside,jkeenlaysidepu@paginegialle.it,sIl391,"$256,535.00","$62,837.00","$26,306.00","$3,500.00",$953.00,"$162,939.00"
932,Hershel,Handlin,hhandlinpv@deviantart.com,nj7QB1iYm,"$43,405.00","$6,511.00","$2,192.00","$2,474.00",$686.00,"$31,542.00"
933,Tildi,Witton,twittonpw@cocolog-nifty.com,EqNGvT,"$271,201.00","$67,677.00","$28,236.00","$3,500.00",$953.00,"$170,835.00"
934,Emmi,Cambling,ecamblingpx@reverbnation.com,xtbqrrOE3c,"$207,559.00","$47,241.00","$19,986.00","$3,500.00",$953.00,"$135,880.00"
935,Greta,Andreasson,gandreassonpy@typepad.com,cM7a7LLubVie,"$60,034.00","$9,546.00","$3,598.00","$3,422.00",$949.00,"$42,520.00"
936,Rossy,Furtado,rfurtadopz@cbslocal.com,aGd952t,"$118,364.00","$22,492.00","$9,456.00","$3,500.00",$953.00,"$81,963.00"
937,Jocko,Reinger,jreingerq0@dailymail.co.uk,A8AaNqrI5Y,"$28,832.00","$4,325.00","$1,456.00","$1,643.00",$456.00,"$20,952.00"
938,Spence,Vinnick,svinnickq1@aol.com,tYFivay,"$192,711.00","$42,935.00","$18,180.00","$3,500.00",$953.00,"$127,143.00"
939,Consuelo,Rendle,crendleq2@patch.com,yOc6YDm,"$77,042.00","$13,033.00","$5,154.00","$3,500.00",$953.00,"$54,403.00"
940,Claude,Kilner,ckilnerq3@nps.gov,fUN6Ns9q2Qd,"$126,844.00","$24,697.00","$10,402.00","$3,500.00",$953.00,"$87,292.00"
941,Zilvia,Boots,zbootsq4@stumbleupon.com,TSQH1daCzI6,"$109,896.00","$20,291.00","$8,511.00","$3,500.00",$953.00,"$76,642.00"
942,Evelyn,Yeoman,eyeomanq5@google.co.jp,Zs3XVVnTs,"$76,819.00","$12,987.00","$5,134.00","$3,500.00",$953.00,"$54,246.00"
943,Elena,Fulop,efulopq6@usda.gov,A8vRlsZ,"$143,150.00","$28,937.00","$12,222.00","$3,500.00",$953.00,"$97,539.00"
944,Ailsun,Dedham,adedhamq7@linkedin.com,EVkTG3NfV7O,"$110,761.00","$20,515.00","$8,607.00","$3,500.00",$953.00,"$77,186.00"
945,Sidonia,Tschierasche,stschierascheq8@forbes.com,ORnTIFmxyKa8,"$198,489.00","$44,611.00","$18,883.00","$3,500.00",$953.00,"$130,543.00"
946,Kirk,Arblaster,karblasterq9@google.it,t9o4yAb,"$162,958.00","$34,307.00","$14,562.00","$3,500.00",$953.00,"$109,637.00"
947,Putnem,Paton,ppatonqa@time.com,JbaTH3jhheG,"$103,712.00","$18,683.00","$7,821.00","$3,500.00",$953.00,"$72,756.00"
948,Roxana,Witherop,rwitheropqb@360.cn,tk9pqazqWp,"$144,994.00","$29,416.00","$12,428.00","$3,500.00",$953.00,"$98,698.00"
949,Alyss,Colrein,acolreinqc@businessinsider.com,s2UJvsB4Fe,"$40,367.00","$6,055.00","$2,039.00","$2,301.00",$638.00,"$29,335.00"
950,Linzy,Pandie,lpandieqd@oaic.gov.au,TEu1mD,"$37,308.00","$5,596.00","$1,884.00","$2,127.00",$589.00,"$27,112.00"
951,Padraig,Dinzey,pdinzeyqe@tmall.com,OFi08H6x0NJU,"$163,204.00","$34,378.00","$14,592.00","$3,500.00",$953.00,"$109,781.00"
952,Myron,Teodoro,mteodoroqf@linkedin.com,bKmQbu,"$64,397.00","$10,441.00","$3,997.00","$3,500.00",$953.00,"$45,507.00"
953,Linette,Bosence,lbosenceqg@bbc.co.uk,0VmYwfAEbY1V,"$100,970.00","$17,970.00","$7,515.00","$3,500.00",$953.00,"$71,033.00"
954,Rog,Gretton,rgrettonqh@dagondesign.com,c0jkDG,"$25,964.00","$3,895.00","$1,311.00","$1,480.00",$410.00,"$18,868.00"
955,Lianna,Crack,lcrackqi@stanford.edu,QO1DRXI,"$232,685.00","$54,967.00","$23,168.00","$3,500.00",$953.00,"$150,098.00"
956,Rosana,Dabernott,rdabernottqj@ted.com,ENVdskMYONGG,"$131,838.00","$25,995.00","$10,960.00","$3,500.00",$953.00,"$90,430.00"
957,Lezley,Butten,lbuttenqk@ifeng.com,sGIkxlc,"$218,085.00","$50,294.00","$21,266.00","$3,500.00",$953.00,"$142,073.00"
958,Ephrem,Flawn,eflawnql@examiner.com,3XtEhw,"$218,003.00","$50,270.00","$21,256.00","$3,500.00",$953.00,"$142,025.00"
959,Arlee,Barniss,abarnissqm@ovh.net,1LIMPL6anNd,"$197,725.00","$44,389.00","$18,790.00","$3,500.00",$953.00,"$130,094.00"
960,Ede,Copello,ecopelloqn@blogspot.com,e3e2TU,"$217,581.00","$50,147.00","$21,204.00","$3,500.00",$953.00,"$141,777.00"
961,Tanny,Klimentyev,tklimentyevqo@noaa.gov,6m6bGl87LgW,"$275,599.00","$69,128.00","$28,815.00","$3,500.00",$953.00,"$173,203.00"
962,Myrlene,Chaffin,mchaffinqp@chronoengine.com,CpIshrPKAp,"$50,255.00","$7,541.00","$2,703.00","$2,865.00",$794.00,"$36,352.00"
963,Antonie,Procter,aprocterqq@yolasite.com,mFeYNvAGvA,"$45,889.00","$6,883.00","$2,317.00","$2,616.00",$725.00,"$33,348.00"
964,Armando,Lattie,alattieqr@prweb.com,RLzoihW,"$166,775.00","$35,414.00","$15,026.00","$3,500.00",$953.00,"$111,883.00"
965,Madel,Bass,mbassqs@wsj.com,swmFlFbdZiZ,"$248,863.00","$60,305.00","$25,297.00","$3,500.00",$953.00,"$158,808.00"
966,Ted,Boullen,tboullenqt@gmpg.org,25UQZCdXbM9,"$252,916.00","$61,643.00","$25,830.00","$3,500.00",$953.00,"$160,990.00"
967,Matthus,Ryal,mryalqu@bluehost.com,E5XooJaUt,"$66,362.00","$10,843.00","$4,177.00","$3,500.00",$953.00,"$46,889.00"
968,Julia,Loveitt,jloveittqv@exblog.jp,erer6DTA,"$60,830.00","$9,709.00","$3,671.00","$3,467.00",$953.00,"$43,030.00"
969,Binny,Titchener,btitchenerqw@java.com,OnAsGb3KZJmH,"$233,602.00","$55,269.00","$23,288.00","$3,500.00",$953.00,"$150,592.00"
970,Kimberlee,Kermannes,kkermannesqx@geocities.com,8STlqRO,"$153,414.00","$31,605.00","$13,402.00","$3,500.00",$953.00,"$103,955.00"
971,Marisa,Marzella,mmarzellaqy@simplemachines.org,mBRT0cQ4,"$227,674.00","$53,313.00","$22,508.00","$3,500.00",$953.00,"$147,400.00"
972,Bernadina,Pugsley,bpugsleyqz@ycombinator.com,CKaMtfToJUq,"$67,220.00","$11,019.00","$4,255.00","$3,500.00",$953.00,"$47,493.00"
973,Donica,Teare,dtearer0@tuttocitta.it,vdELnTVIH,"$251,024.00","$61,018.00","$25,581.00","$3,500.00",$953.00,"$159,972.00"
974,Letti,Scroggie,lscroggier1@constantcontact.com,QyL35JBEKR,"$276,083.00","$69,288.00","$28,879.00","$3,500.00",$953.00,"$173,464.00"
975,Jarvis,Reay,jreayr2@webnode.com,5qbVHi,"$186,420.00","$41,111.00","$17,415.00","$3,500.00",$953.00,"$123,442.00"
976,Vonnie,Birdsey,vbirdseyr3@digg.com,tmEgfwfapjI4,"$277,024.00","$69,598.00","$29,003.00","$3,500.00",$953.00,"$173,970.00"
977,Joleen,Yablsley,jyablsleyr4@microsoft.com,V6kv12RQm,"$109,797.00","$20,265.00","$8,500.00","$3,500.00",$953.00,"$76,580.00"
978,Jewel,Wordsley,jwordsleyr5@furl.net,97DthO,"$68,467.00","$11,275.00","$4,369.00","$3,500.00",$953.00,"$48,370.00"
979,Cirillo,Hamsley,chamsleyr6@usa.gov,ySztAtAFBVWQ,"$89,629.00","$15,613.00","$6,306.00","$3,500.00",$953.00,"$63,258.00"
980,Roderigo,Thorby,rthorbyr7@wikia.com,wney02bWHOSf,"$87,110.00","$15,097.00","$6,075.00","$3,500.00",$953.00,"$61,485.00"
981,Ermin,Tunnow,etunnowr8@guardian.co.uk,wNG4hu05sl,"$248,204.00","$60,088.00","$25,210.00","$3,500.00",$953.00,"$158,454.00"
982,Hewe,Canet,hcanetr9@istockphoto.com,7wXZYD,"$207,455.00","$47,211.00","$19,973.00","$3,500.00",$953.00,"$135,819.00"
983,Donn,McKennan,dmckennanra@de.vu,JhN2qyz,"$247,413.00","$59,827.00","$25,106.00","$3,500.00",$953.00,"$158,028.00"
984,Darby,Knowller,dknowllerrb@home.pl,PxsBkFCMNt,"$52,913.00","$8,086.00","$2,946.00","$3,016.00",$836.00,"$38,028.00"
985,Eal,Gotts,egottsrc@examiner.com,6VvKUWyvJ,"$94,289.00","$16,568.00","$6,769.00","$3,500.00",$953.00,"$66,499.00"
986,Trista,Blurton,tblurtonrd@wikimedia.org,sQGtrijT4VQT,"$197,254.00","$44,253.00","$18,732.00","$3,500.00",$953.00,"$129,816.00"
987,Cody,MacGinlay,cmacginlayre@xrea.com,3bOkLnfG,"$163,599.00","$34,493.00","$14,640.00","$3,500.00",$953.00,"$110,014.00"
988,Tamarra,Garnham,tgarnhamrf@admin.ch,i9gob5hi1R,"$66,456.00","$10,863.00","$4,185.00","$3,500.00",$953.00,"$46,955.00"
989,Frieda,Hulks,fhulksrg@mashable.com,DW93IzdYN7Oy,"$258,165.00","$63,375.00","$26,521.00","$3,500.00",$953.00,"$163,817.00"
990,Jemima,Sergant,jsergantrh@dropbox.com,ekbdgK,"$196,653.00","$44,078.00","$18,659.00","$3,500.00",$953.00,"$129,463.00"
991,Lorain,Lattey,llatteyri@hc360.com,byregv,"$221,246.00","$51,210.00","$21,662.00","$3,500.00",$953.00,"$143,921.00"
992,Eula,Nowaczyk,enowaczykrj@freewebs.com,XkQS9xHQ,"$41,470.00","$6,221.00","$2,094.00","$2,364.00",$655.00,"$30,136.00"
993,Jecho,Massot,jmassotrk@psu.edu,Dk7VZfEJE,"$41,290.00","$6,194.00","$2,085.00","$2,354.00",$652.00,"$30,005.00"
994,Winni,Berndtsson,wberndtssonrl@unicef.org,NIaxJsUR,"$147,339.00","$30,026.00","$12,689.00","$3,500.00",$953.00,"$100,171.00"
995,Traver,Maskew,tmaskewrm@canalblog.com,wPNhA1ob,"$293,616.00","$75,074.00","$31,186.00","$3,500.00",$953.00,"$182,903.00"
996,Waverly,Stainton - Skinn,wstaintonskinnrn@elegantthemes.com,w9T4Qi,"$161,248.00","$33,811.00","$14,354.00","$3,500.00",$953.00,"$108,631.00"
997,Noel,Fotherby,nfotherbyro@newsvine.com,BMPBQ7A71X,"$223,716.00","$52,007.00","$21,987.00","$3,500.00",$953.00,"$145,269.00"
998,Ivar,Rantoul,irantoulrp@goodreads.com,4bnrzyOL4C,"$36,506.00","$5,476.00","$1,844.00","$2,081.00",$577.00,"$26,529.00"
999,Amelia,Risen,arisenrq@free.fr,WnI4QEvCu5zZ,"$246,889.00","$59,654.00","$25,037.00","$3,500.00",$953.00,"$157,746.00"
1000,Augie,Szymanek,aszymanekrr@jalbum.net,0kW1qgtxEG,"$275,607.00","$69,131.00","$28,816.00","$3,500.00",$953.00,"$173,207.00"
